No.,capital,labor,output,wage
436,2.68762338,91,4.65264741,38.89148689
437,2.82693756,37,2.72951679,35.38798315
438,1.31183388,47,2.52624699,32.52106094
439,0.42959337,3,0.43207227,24.45848083
440,1.52130093,155,7.5680817,39.51686378
441,0.68095383,158,3.37725336,17.96888671
442,15.79133667,219,12.80029593,43.29473217
443,0.64401822,37,1.80414342,34.89889618
444,1.67871108,40,2.31975462,31.258929
445,0.20351769,112,6.00166479,51.28224375
446,1.87429629,370,17.21719995,21.28839162
447,5.47514643,203,7.6374909,30.47215093
448,1.72556229,94,4.95185064,31.7562955
449,1.37157537,89,2.49972276,21.00658779
450,1.06072131,69,2.52302442,31.70835357
451,3.01483818,69,4.75576965,42.19159688
452,3.88394052,129,9.80429739,35.68269957
453,1.23374853,165,4.72998909,21.33656904
454,1.01114331,54,2.90254401,34.084875
455,2.69183751,59,2.30909535,27.78889041
456,0.5899782,40,1.47915963,24.15068325
457,3.36188418,44,2.14821474,26.6143628
458,0.30044268,13,2.24018193,57.94904699
459,5.32071096,273,12.54744813,30.74654037
460,0.01710441,31,4.05969453,42.22925137
461,8.72622378,75,7.40769687,25.0071432
462,13.29037446,70,4.60257363,49.65945665
463,0.98288385,138,8.4381756,49.53667674
464,1.1774775,57,2.71588284,30.92100535
465,0.95710329,85,7.54007013,63.24112665
466,2.46501816,178,8.2696104,34.85499486
467,0.79275222,58,3.56589765,42.66700032
468,2.79892599,133,5.59091106,32.9488695
469,0.77168157,45,2.79272874,37.60216142
470,34.8508551,206,25.86310737,39.38201162
471,10.49467104,41,11.97283911,28.45898666
472,5.41243026,196,8.75126067,36.1362887
473,1.77836286,82,3.03590883,28.76733703
474,0.97767816,43,2.28455424,35.8748639
475,0.83514141,42,2.20398999,30.50226956
476,0.69607512,17,1.09393857,28.94480148
477,22.28060109,485,37.54145316,53.24421873
478,0.90653373,57,2.37280308,29.02923282
479,6.742608,61,4.70098596,29.8727777
480,0.36613353,43,2.05922223,40.01983259
481,0.99850092,69,3.21711642,30.83535936
482,0.13212537,50,3.61374042,56.5090044
483,0.29895534,105,3.93550164,30.59433591
484,2.03443323,70,3.53168883,41.33035265
485,0.23252082,42,4.00813341,74.50864435
486,11.98325049,333,28.3016013,49.41347541
487,1.1303784,98,3.05450058,25.60349217
488,4.6578531,117,7.11543456,43.692199
489,0.84704013,42,1.92263484,35.13545761
490,1.58922279,74,4.58175087,34.83523803
491,0.46033173,35,0.9866022,19.97285178
492,4.45383963,108,8.51824407,32.93493808
493,89.45085861,720,52.92575445,40.01737848
494,1.63557822,44,3.08920518,42.31593851
495,1.02304203,445,12.70783296,26.3459723
496,21.70400895,2102,125.0394344,43.92888437
497,8.00114553,310,21.01214796,32.88940069
498,2.96327706,73,4.59067491,38.11393033
499,8.62805934,158,12.45077103,41.48706871
500,0.17426667,8,0.5577525,43.96948875
501,6.39952824,49,3.65960007,52.92198652
502,0.66880722,8,0.4536387,34.23980625
503,1.50494019,56,2.53864149,31.81402908
504,2.14994997,41,2.86238583,28.83989444
505,6.1055307,187,7.56213234,32.49081836
506,3.87997428,601,23.20671813,39.69745165
507,135.8102549,534,137.2953638,173.8252027
508,1.43974512,60,2.8953552,36.43983
509,0.64401822,56,3.01359873,45.8463631
510,2.73769716,121,6.37944915,28.14267902
511,0.93603264,48,2.66828796,36.75484861
512,6.3980409,113,7.74309204,36.82373724
513,2.86387317,45,3.4357554,33.91685516
514,12.03332427,321,22.71812694,43.45025836
515,2.6995221,116,5.69576853,32.09962315
516,13.53702501,39,7.82563941,30.63665073
517,0.62393913,116,3.66232686,26.97727376
518,12.44209488,120,7.55271252,37.91271801
519,0.17748924,45,3.03342993,56.21594884
520,0.69433989,18,1.10087949,30.862305
521,2.99624643,106,5.5081158,32.9319634
522,5.67891201,295,19.77046695,59.11125446
523,2.03492901,51,2.70001788,29.3968289
524,0.37059555,18,1.30117461,44.68906384
525,8.42404587,317,20.27517099,47.09129147
526,3.47194734,112,6.83085684,41.20950628
527,4.97911854,52,4.52771085,33.87035099
528,14.96338407,474,22.41495747,35.58634473
529,1.5468336,20,1.1130261,37.753647
530,0.34109664,84,3.79990581,31.60892489
531,5.32442931,443,17.92443012,34.6547989
532,0.14600721,43,2.53938516,49.30128039
533,2.14970208,44,2.16284025,29.9327175
534,1.46131155,53,1.89164859,33.85803086
535,1.37727684,32,1.46304678,28.00383583
536,0.28780029,30,0.96453999,22.384467
537,0.19905567,50,1.21862724,22.2803532
538,3.81453132,41,1.83983958,30.96810445
539,19.31831559,1061,57.1113771,38.08931485
540,2.98038147,38,2.07632664,28.84656268
541,5.39953998,35,2.52500754,35.57575983
542,2.40502878,296,4.33683555,11.73373929
543,2.31083058,60,3.68314962,51.82965924
544,0.8081214,74,3.45930495,37.44142955
545,21.21417831,209,20.58899973,51.29781124
546,0.93231429,34,2.01708093,37.24182852
547,4.29023223,295,15.56302998,34.91803329
548,2.91097227,80,3.63877731,32.25668625
549,1.53667011,34,2.2434045,39.30514093
550,0.31333296,91,3.62092923,33.38342067
551,0.09940389,2,0.08106003,17.228355
552,9.87519393,233,9.9800514,31.61502299
553,0.79176066,127,4.38120786,31.8685153
554,1.86462858,87,3.52920993,37.4228378
555,1.23077385,14,2.00741322,37.555335
556,4.06589178,663,32.82261912,37.46242583
557,4.48011597,92,5.17470375,28.66361986
558,4.33039041,81,6.41935944,45.09761135
559,0.79151277,86,5.69229807,41.8242239
560,3.73495863,61,3.66480576,42.86464302
561,4.16157732,19,3.0763149,48.76908535
562,0.88794198,67,2.54954865,50.40305229
563,2.92658934,60,3.77462103,31.9158375
564,1.21441311,54,2.79595131,28.40635961
565,2.62540299,20,1.42437594,33.4775445
566,1.27638561,61,2.10904812,26.30073238
567,1.95386898,117,6.2418702,41.15397892
568,1.31852691,46,7.90223742,66.72013886
569,2.83239114,161,6.80408472,36.61843475
