Date,Open,High,Low,Close,Volume,Adj Close
2011-02-01,1289.14,1344.07,1289.14,1327.22,3182974200,1327.22
2011-01-03,1257.62,1302.67,1257.62,1286.12,4816605000,1286.12
2010-12-01,1186.60,1262.60,1186.60,1257.64,3762922700,1257.64
2010-11-01,1185.71,1227.08,1173.00,1180.55,4354084200,1180.55
2010-10-01,1143.49,1196.14,1131.87,1183.26,4432102300,1183.26
2010-09-01,1049.72,1157.16,1049.72,1141.20,3993981400,1141.20
2010-08-02,1107.53,1129.24,1039.70,1049.33,4080773600,1049.33
2010-07-01,1031.10,1120.95,1010.91,1101.60,4704026600,1101.60
2010-06-01,1087.30,1131.23,1028.33,1030.71,5235174000,1030.71
2010-05-03,1188.58,1205.13,1040.78,1089.41,6626699400,1089.41
2010-04-01,1171.23,1219.80,1170.69,1186.69,5847150900,1186.69
2010-03-01,1105.36,1180.69,1105.36,1169.43,4702951700,1169.43
2010-02-01,1073.89,1112.42,1044.50,1104.49,4658238400,1104.49
2010-01-04,1116.56,1150.45,1071.59,1073.87,5071601500,1073.87
2009-12-01,1098.89,1130.38,1085.89,1115.10,4163287200,1115.10
2009-11-02,1036.18,1113.69,1029.38,1095.63,4443852500,1095.63
2009-10-01,1054.91,1101.36,1019.95,1036.19,5451064000,1036.19
2009-09-01,1019.52,1080.15,991.97,1057.08,5633064200,1057.08
2009-08-03,990.22,1039.47,978.51,1020.62,5764944200,1020.62
2009-07-01,920.82,996.68,869.32,987.48,5080675400,987.48
2009-06-01,923.26,956.23,888.86,919.32,5330941800,919.32
2009-05-01,872.74,930.17,866.10,919.14,6883268000,919.14
2009-04-01,793.59,888.70,783.32,872.81,6938945600,872.81
2009-03-02,729.57,832.98,666.79,797.87,7633306300,797.87
2009-02-02,823.09,875.01,734.52,735.09,7022036200,735.09
2009-01-02,902.99,943.85,804.30,825.88,5872061000,825.88
2008-12-01,888.61,918.85,815.69,903.25,5320791300,903.25
2008-11-03,968.67,1007.51,741.02,896.24,6231635200,896.24
2008-10-01,1164.17,1167.03,839.80,968.75,7226842600,968.75
2008-09-02,1287.83,1303.04,1106.42,1166.36,6902142800,1166.36
2008-08-01,1269.42,1313.15,1247.45,1282.83,4264482300,1282.83
2008-07-01,1276.69,1292.17,1200.44,1267.38,5923937200,1267.38
2008-06-02,1399.62,1404.05,1272.00,1280.00,4840303300,1280.00
2008-05-01,1385.97,1440.24,1373.07,1400.38,4039814700,1400.38
2008-04-01,1326.41,1404.57,1324.35,1385.59,4113069000,1385.59
2008-03-03,1330.45,1359.68,1256.98,1322.70,4868908000,1322.70
2008-02-01,1378.60,1396.02,1316.75,1330.63,4148143000,1330.63
2008-01-02,1467.97,1471.77,1270.05,1378.55,4925982300,1378.55
2007-12-03,1479.63,1523.57,1435.65,1468.36,3363127500,1468.36
2007-11-01,1545.79,1545.79,1406.10,1481.14,4317578500,1481.14
2007-10-01,1527.29,1576.09,1489.56,1549.38,3477202100,1549.38
2007-09-04,1473.96,1538.74,1439.29,1526.75,3196581500,1526.75
2007-08-01,1455.18,1503.89,1370.60,1473.99,4091885600,1473.99
2007-07-02,1504.66,1555.90,1454.25,1455.27,3564854700,1455.27
2007-06-01,1530.62,1540.56,1484.18,1503.35,3261343300,1503.35
2007-05-01,1482.37,1535.56,1476.70,1530.62,3104253600,1530.62
2007-04-02,1420.83,1498.02,1416.37,1482.37,3006294500,1482.37
2007-03-01,1406.80,1438.89,1363.98,1420.86,3205736800,1420.86
2007-02-01,1437.90,1461.57,1389.42,1406.82,2935275700,1406.82
2007-01-03,1418.03,1441.61,1403.97,1438.24,2983144500,1438.24
2006-12-01,1400.63,1431.81,1385.93,1418.30,2462849000,1418.30
2006-11-01,1377.76,1407.89,1360.98,1400.63,2826198000,1400.63
2006-10-02,1335.82,1389.45,1327.10,1377.94,2708938600,1377.94
2006-09-01,1303.80,1340.28,1290.93,1335.85,2563743500,1335.85
2006-08-01,1278.53,1306.74,1261.30,1303.82,2280876500,1303.82
2006-07-03,1270.06,1280.42,1224.54,1276.66,2440476000,1276.66
2006-06-01,1270.05,1290.68,1219.29,1270.20,2632855400,1270.20
2006-05-01,1310.61,1326.70,1245.34,1270.09,2591135900,1270.09
2006-04-03,1302.88,1318.16,1280.74,1310.61,2406755200,1310.61
2006-03-01,1280.66,1310.88,1268.42,1294.87,2310510800,1294.87
2006-02-01,1280.08,1297.57,1253.61,1280.66,2380568400,1280.66
2006-01-03,1248.29,1294.90,1245.74,1280.08,2595998000,1280.08
2005-12-01,1249.48,1275.80,1246.59,1248.29,2057125200,1248.29
2005-11-01,1207.01,1270.64,1201.07,1249.48,2260836100,1249.48
2005-10-03,1228.81,1233.34,1168.20,1207.01,2493393300,1207.01
2005-09-01,1220.33,1243.13,1205.35,1228.81,2232144200,1228.81
2005-08-01,1234.18,1245.86,1201.07,1220.33,1930243400,1220.33
2005-07-01,1191.33,1245.15,1183.55,1234.18,1962713500,1234.18
2005-06-01,1191.50,1219.59,1188.30,1191.33,1929251300,1191.33
2005-05-02,1156.85,1199.56,1146.18,1191.50,1960127100,1191.50
2005-04-01,1180.59,1191.88,1136.15,1156.85,2180315700,1156.85
2005-03-01,1203.60,1229.11,1163.69,1180.59,1874017200,1180.59
2005-02-01,1181.27,1212.44,1180.95,1203.60,1636467800,1203.60
2005-01-03,1211.92,1217.80,1163.75,1181.27,1658930000,1181.27
2004-12-01,1173.78,1217.33,1173.78,1211.92,1449518100,1211.92
2004-11-01,1130.20,1188.46,1127.60,1173.82,1524465700,1173.82
2004-10-01,1114.58,1142.05,1090.29,1130.20,1571990400,1130.20
2004-09-01,1104.24,1131.54,1099.18,1114.58,1360850900,1114.58
